0	1.5435
1	1.6219
2	1.7011
3	1.7782
4	1.8683
5	1.9554
6	2.0433
7	2.133
8	2.2315
9	2.3292
10	2.4301
11	2.5371
12	2.6425
13	2.7554
14	2.8616
15	2.9758
16	3.0954
17	3.2122
18	3.3404
19	3.4644
20	3.592
21	3.724
22	3.8551
23	4.0042
24	4.149
25	4.2834
26	4.4354
27	4.5881
28	4.7358
29	4.8993
30	5.0689
31	5.2354
32	5.4063
33	5.5664
34	5.7346
35	5.9276
36	6.1132
37	6.2865
38	6.4962
39	6.6692
40	6.8693
41	7.0865
42	7.2817
43	7.4857
44	7.7243
45	7.9283
46	8.1201
47	8.3491
48	8.5639
49	8.7961
50	9.0332
51	9.2627
52	9.489
53	9.719
54	9.9807
55	10.251
56	10.5
57	10.759
58	11.019
59	11.249
60	11.501
61	11.765
62	12.042
63	12.32
64	12.703
65	13.013
66	13.31
67	13.614
68	13.878
69	14.213
70	14.495
71	14.796
72	15.105
73	15.454
74	15.78
75	16.083
76	16.447
77	16.738
78	17.089
79	17.437
80	17.725
81	18.133
82	18.467
83	18.813
84	19.202
85	19.533
86	19.919
87	20.252
88	20.668
89	21.017
90	21.38
91	21.849
92	22.204
93	22.573
94	22.995
95	23.357
96	23.806
97	24.156
98	24.678
99	25.024
100	25.461
101	25.913
102	26.278
103	26.791
104	27.163
105	27.7
106	28.174
107	28.56
108	28.997
109	29.418
110	29.972
111	30.47
112	30.926
113	31.366
114	31.781
115	32.303
116	32.857
117	33.358
118	33.77
119	34.297
120	34.817
121	35.248
122	35.832
123	36.403
124	36.845
125	37.402
126	37.88
127	38.465
128	39.122
129	39.78
130	40.264
131	40.777
132	41.379
133	41.941
134	42.551
135	43.1
136	43.751
137	44.24
138	44.835
139	45.417
140	46.03
141	46.689
142	47.305
143	47.886
144	48.485
145	49.13
146	49.709
147	50.277
148	50.868
149	51.607
150	52.269
151	52.819
152	53.416
153	54.182
154	54.774
155	55.378
156	56.151
157	56.826
158	57.426
159	58.022
160	58.803
161	59.479
162	60.176
163	60.813
164	61.536
165	62.24
166	62.935
167	63.645
168	64.345
169	65.179
170	65.96
171	66.568
172	67.279
173	68.173
174	68.966
175	69.587
176	70.345
177	71.201
178	71.867
179	72.802
180	73.376
181	74.324
182	74.972
183	75.873
184	76.607
185	77.363
186	78.292
187	79.062
188	79.769
189	80.591
190	81.539
191	82.281
192	83.302
193	84.279
194	85.101
195	85.816
196	86.773
197	87.439
198	88.476
199	89.232
200	90.07
201	91.089
202	92.027
203	92.751
204	93.648
205	94.554
206	95.478
207	96.382
208	97.267
209	98.158
210	99.187
211	100.21
212	101.23
213	102.13
214	103.05
215	103.97
216	104.83
217	105.75
218	106.86
219	107.92
220	108.73
221	109.81
222	110.82
223	111.6
224	112.78
225	113.68
226	114.59
227	115.7
228	116.78
229	117.78
230	118.8
231	119.8
232	120.88
233	121.86
234	122.9
235	123.72
236	124.9
237	126.04
238	127.12
239	128.12
240	129.18
241	130.27
242	131.34
243	132.4
244	133.46
245	134.53
246	135.55
247	136.89
248	138.02
249	138.87
250	140.01
251	141.32
252	142.08
253	143.29
254	144.2
255	145.38
7.0000   23.0540
  128.0000   23.5820
  129.0000   23.9450
  130.0000   24.3970
  131.0000   24.7890
  132.0000   25.1920
  133.0000   25.6120
  134.0000   25.9950
  135.0000   26.4020
  136.0000   26.8380
  137.0000   27.2510
  138.0000   27.7040
  139.0000   28.1290
  140.0000   28.5540
  141.0000   28.9740
  142.0000   29.4150
  143.0000   29.8540
  144.0000   30.3640
  145.0000   30.8170
  146.0000   31.2630
  147.0000   31.7060
  148.0000   32.1660
  149.0000   32.6130
  150.0000   33.1570
  151.0000   33.5850
  152.0000   34.0950
  153.0000   34.5250
  154.0000   35.0440
  155.0000   35.5070
  156.0000   36.0450
  157.0000   36.5500
  158.0000   37.0420
  159.0000   37.5210
  160.0000   38.0520
  161.0000   38.5510
  162.0000   39.0940
  163.0000   39.5970
  164.0000   40.0990
  165.0000   40.6260
  166.0000   41.1600
  167.0000   41.7750
  168.0000   42.2820
  169.0000   42.8360
  170.0000   43.4410
  171.0000   43.9950
  172.0000   44.5800
  173.0000   45.1090
  174.0000   45.6600
  175.0000   46.2350
  176.0000   46.8440
  177.0000   47.4270
  178.0000   48.0050
  179.0000   48.5740
  180.0000   49.1510
  181.0000   49.7300
  182.0000   50.3360
  183.0000   50.9390
  184.0000   51.5760
  185.0000   52.1420
  186.0000   52.7700
  187.0000   53.3590
  188.0000   54.0010
  189.0000   54.6510
  190.0000   55.2540
  191.0000   55.8660
  192.0000   56.6880
  193.0000   57.3030
  194.0000   57.9070
  195.0000   58.5790
  196.0000   59.1870
  197.0000   59.8890
  198.0000   60.5410
  199.0000   61.1760
  200.0000   61.8360
  201.0000   62.5460
  202.0000   63.2010
  203.0000   63.8800
  204.0000   64.5800
  205.0000   65.2500
  206.0000   65.9760
  207.0000   66.6440
  208.0000   67.3630
  209.0000   68.0500
  210.0000   68.7940
  211.0000   69.5170
  212.0000   70.2010
  213.0000   70.9020
  214.0000   71.7670
  215.0000   72.4600
  216.0000   73.2300
  217.0000   73.9550
  218.0000   74.6970
  219.0000   75.4310
  220.0000   76.2260
  221.0000   76.9350
  222.0000   77.6970
  223.0000   78.4510
  224.0000   79.2630
  225.0000   80.0540
  226.0000   80.8240
  227.0000   81.6010
  228.0000   82.3750
  229.0000   83.1600
  230.0000   83.9660
  231.0000   84.7590
  232.0000   85.5840
  233.0000   86.2670
  234.0000   87.0700
  235.0000   87.8880
  236.0000   88.7280
  237.0000   89.5480
  238.0000   90.3860
  239.0000   91.1540
  240.0000   92.1050
  241.0000   92.8880
  242.0000   93.7770
  243.0000   94.5760
  244.0000   95.4960
  245.0000   96.2320
  246.0000   97.1280
  247.0000   97.9590
  248.0000   98.8040
  249.0000   99.6480
  250.0000  100.6200
  251.0000  101.5000
  252.0000  102.4200
  253.0000  103.2900
  254.0000  104.1400
  255.0000  105.0500
